DATASET = CO2018 freestyle
NAME = Instance 9

DAYS = 40
185 199 316
186 569 374
187 509 57
188 681 462
189 327 477
190 226 225
191 722 446
192 651 739
193 407 273
194 592 435
195 502 156
196 244 298
197 443 192
198 285 641
199 310 369
200 287 641
201 553 44
202 773 689
203 352 449
204 228 344
205 558 173
206 583 724
207 769 620
208 406 152
209 179 355
210 660 569
211 426 315
212 233 439
213 694 740

REQUESTS = 600
1 154 1 2 5 1
2 165 1 4 2 2
3 75 1 5 5 1
4 18 1 4 5 1
5 173 1 6 2 1
6 81 1 2 5 1
7 175 1 4 3 3
8 121 1 2 4 1
9 81 1 4 5 1
10 96 1 2 5 1
11 26 1 2 2 2
12 201 1 2 4 3
13 190 1 5 3 2
14 33 1 4 5 1
15 172 1 2 5 1
16 198 1 4 5 1
17 18 1 2 5 1
18 11 1 4 5 1
19 145 1 6 4 1
20 52 1 4 4 3
21 147 2 5 1 3
22 85 2 4 4 2
23 79 2 5 5 1
24 33 2 4 4 2
25 123 2 6 5 1
26 85 2 6 1 1
27 14 2 6 1 3
28 157 2 5 4 2
29 26 2 4 4 1
30 114 2 7 2 2
31 6 2 5 3 3
32 111 2 7 1 1
33 36 2 7 4 2
34 105 2 6 5 1
35 85 2 3 1 3
36 15 2 7 5 1
37 118 2 4 3 1
38 146 2 4 2 2
39 133 2 5 4 3
40 75 2 3 4 2
41 165 2 4 4 1
42 168 3 5 2 1
43 21 3 6 2 1
44 133 3 8 4 3
45 90 3 7 1 1
46 118 3 5 4 3
47 69 3 6 1 2
48 47 3 8 5 1
49 51 3 4 2 1
50 33 4 8 1 3
51 199 4 9 4 3
52 74 4 8 4 2
53 47 4 8 3 2
54 92 4 8 2 2
55 154 4 8 5 1
56 55 4 8 1 1
57 69 4 7 1 1
58 192 4 8 1 1
59 55 4 5 3 2
60 73 4 5 3 3
61 199 4 8 3 2
62 135 4 5 3 1
63 56 4 5 4 1
64 107 4 5 1 1
65 57 4 8 3 2
66 7 4 8 1 3
67 136 4 6 4 3
68 172 4 7 4 2
69 194 4 8 4 3
70 132 4 9 2 2
71 45 5 9 1 2
72 92 5 8 4 3
73 172 5 8 4 1
74 115 5 10 1 1
75 58 5 8 5 1
76 77 5 8 3 2
77 175 5 8 5 1
78 140 5 6 4 3
79 50 5 8 4 1
80 43 5 10 4 3
81 90 5 7 1 3
82 125 5 8 5 1
83 84 5 10 3 3
84 27 6 9 4 2
85 126 6 11 2 2
86 189 6 7 3 3
87 27 6 10 4 1
88 83 6 8 2 1
89 145 6 7 1 2
90 108 6 8 4 3
91 138 6 7 5 1
92 166 6 11 4 2
93 27 6 7 4 1
94 174 6 9 3 1
95 123 6 8 5 1
96 93 6 8 2 1
97 160 6 9 1 3
98 57 7 9 5 1
99 61 7 9 3 2
100 142 7 8 3 1
101 45 7 10 3 1
102 66 7 12 2 2
103 112 7 10 2 1
104 81 7 11 1 3
105 82 7 9 5 1
106 152 7 11 4 3
107 177 7 12 1 3
108 178 7 12 4 2
109 190 7 10 4 2
110 113 7 8 3 1
111 186 7 10 5 1
112 72 7 12 4 2
113 107 7 9 3 2
114 12 7 10 1 2
115 94 7 10 1 1
116 143 7 9 2 1
117 133 8 13 3 2
118 49 8 13 5 1
119 109 8 11 2 1
120 201 8 11 2 2
121 199 8 13 5 1
122 34 8 12 4 2
123 153 8 11 4 3
124 85 8 13 3 3
125 177 8 12 1 1
126 74 8 12 3 3
127 152 8 13 2 1
128 58 8 10 5 1
129 112 8 12 1 2
130 16 8 12 2 1
131 185 8 13 3 2
132 118 9 12 1 1
133 201 9 13 2 1
134 74 9 14 2 1
135 86 9 11 3 2
136 138 9 12 5 1
137 159 9 12 1 3
138 52 9 12 5 1
139 135 9 10 5 1
140 62 9 13 4 3
141 145 9 10 4 3
142 53 9 10 3 1
143 102 9 14 3 2
144 75 9 12 1 1
145 146 9 14 1 3
146 27 9 11 2 2
147 167 9 14 2 2
148 50 10 13 5 1
149 30 10 15 4 3
150 176 10 11 4 3
151 189 10 13 5 1
152 186 10 14 4 3
153 87 10 13 1 3
154 37 10 14 1 1
155 196 10 13 4 3
156 117 10 14 2 2
157 58 10 14 3 2
158 7 10 13 1 2
159 149 10 11 3 2
160 86 10 15 1 2
161 147 10 14 1 2
162 12 10 15 2 2
163 17 10 13 3 3
164 22 10 13 5 1
165 79 10 13 4 2
166 5 11 15 2 1
167 94 11 15 3 1
168 88 11 14 2 1
169 136 11 15 3 2
170 2 11 13 5 1
171 16 11 15 4 1
172 36 11 15 1 3
173 151 11 13 3 1
174 201 11 14 5 1
175 88 11 13 2 2
176 172 11 16 1 3
177 19 11 16 3 3
178 124 11 14 4 3
179 61 11 12 5 1
180 147 11 16 4 3
181 178 11 14 2 1
182 12 11 12 5 1
183 20 11 15 5 1
184 51 11 15 2 1
185 6 11 13 3 3
186 63 12 17 4 1
187 89 12 15 3 2
188 135 12 17 5 1
189 62 12 15 2 1
190 194 12 15 4 3
191 91 12 17 1 2
192 124 12 15 4 3
193 139 12 16 4 3
194 27 12 13 2 2
195 108 12 16 4 1
196 38 12 13 5 1
197 91 12 15 4 1
198 49 12 15 1 3
199 113 12 13 2 1
200 92 12 17 4 2
201 121 12 17 5 1
202 87 12 15 5 1
203 45 12 14 3 3
204 54 12 17 4 1
205 194 13 18 3 3
206 195 13 18 2 2
207 25 13 18 3 2
208 141 13 18 2 2
209 165 13 14 5 1
210 47 13 15 2 2
211 200 13 18 1 3
212 107 13 18 4 3
213 132 13 18 5 1
214 4 13 18 2 2
215 59 14 15 1 1
216 149 14 19 4 2
217 144 14 19 2 1
218 83 14 16 2 1
219 155 14 15 1 2
220 175 14 16 2 1
221 61 14 17 4 1
222 28 14 16 1 1
223 36 14 15 2 1
224 121 14 18 2 1
225 183 14 16 3 2
226 194 14 17 1 1
227 100 14 16 3 3
228 125 15 16 5 1
229 180 15 18 1 3
230 199 15 17 2 2
231 30 15 19 1 3
232 126 15 18 3 2
233 105 15 20 3 2
234 105 15 17 3 3
235 170 15 18 4 3
236 119 15 20 2 1
237 165 15 19 5 1
238 11 15 18 4 3
239 198 15 20 2 1
240 191 15 20 5 1
241 135 15 16 3 1
242 124 15 20 3 2
243 36 15 18 5 1
244 71 15 16 1 2
245 187 15 18 3 1
246 13 15 16 2 1
247 38 15 19 4 2
248 188 15 20 3 2
249 169 15 16 5 1
250 96 15 20 4 3
251 154 16 20 3 3
252 36 16 17 3 1
253 92 16 17 1 2
254 104 16 19 2 2
255 189 16 21 4 2
256 20 16 18 5 1
257 109 16 20 4 3
258 120 16 18 2 1
259 8 16 17 5 1
260 64 16 18 5 1
261 134 16 18 2 2
262 142 16 17 5 1
263 105 16 21 1 1
264 193 16 19 2 1
265 123 16 18 3 3
266 120 16 21 4 2
267 154 16 19 3 3
268 57 16 20 1 2
269 177 16 21 3 3
270 149 16 17 3 2
271 64 16 20 2 2
272 83 16 20 3 3
273 163 16 17 2 1
274 98 16 19 1 2
275 154 16 20 1 3
276 191 16 18 1 2
277 42 16 19 5 1
278 55 16 20 5 1
279 29 17 21 5 1
280 51 17 21 3 3
281 3 17 21 2 2
282 43 17 22 5 1
283 167 17 21 2 2
284 190 17 20 3 1
285 64 17 19 3 2
286 108 17 18 4 1
287 64 17 21 2 2
288 33 17 20 1 1
289 99 17 18 5 1
290 87 17 20 4 3
291 50 17 18 2 1
292 170 17 21 5 1
293 106 18 23 3 1
294 172 18 22 5 1
295 110 18 20 3 1
296 112 18 22 2 2
297 29 18 23 5 1
298 177 18 21 5 1
299 133 18 23 5 1
300 197 18 21 4 3
301 152 18 19 3 2
302 120 18 22 3 2
303 143 18 22 3 2
304 124 18 22 1 2
305 94 18 20 5 1
306 151 18 23 2 2
307 195 18 19 2 2
308 112 18 21 3 1
309 183 18 19 5 1
310 128 18 19 4 1
311 159 18 21 5 1
312 48 18 23 3 3
313 14 19 21 1 3
314 55 19 23 5 1
315 91 19 24 4 2
316 49 19 22 5 1
317 164 19 24 3 2
318 165 19 24 5 1
319 129 19 22 4 2
320 75 19 22 2 1
321 156 19 21 3 3
322 141 19 23 1 2
323 184 19 24 5 1
324 199 19 24 5 1
325 109 19 22 3 1
326 57 19 21 3 3
327 104 19 23 1 3
328 51 19 21 2 1
329 160 19 23 4 3
330 121 19 21 3 1
331 143 20 21 4 3
332 27 20 24 4 1
333 17 20 25 4 3
334 157 20 24 2 2
335 147 20 25 2 2
336 190 20 22 1 1
337 64 20 24 2 2
338 60 20 24 4 2
339 120 20 24 3 3
340 36 20 24 3 1
341 201 20 22 5 1
342 32 21 24 5 1
343 60 21 22 5 1
344 176 21 23 4 3
345 93 21 26 5 1
346 121 21 26 2 1
347 72 21 25 5 1
348 184 21 22 2 1
349 195 21 24 4 2
350 187 21 24 5 1
351 40 21 25 5 1
352 146 21 24 5 1
353 65 21 24 5 1
354 149 21 26 1 2
355 161 21 25 5 1
356 72 21 24 4 1
357 127 22 27 3 3
358 164 22 26 5 1
359 193 22 27 1 1
360 48 22 24 5 1
361 134 22 26 1 1
362 8 22 25 3 2
363 99 22 24 3 1
364 138 22 27 2 1
365 171 22 24 3 1
366 23 22 24 4 1
367 144 22 26 3 2
368 189 22 25 4 1
369 80 22 27 2 2
370 164 22 25 1 1
371 105 22 24 1 2
372 70 22 24 3 2
373 61 23 27 3 1
374 19 23 26 3 3
375 201 23 27 4 1
376 184 23 27 3 3
377 152 23 26 1 1
378 201 23 25 3 1
379 118 23 24 5 1
380 119 23 24 2 1
381 163 23 26 4 1
382 144 23 28 4 1
383 45 23 24 2 2
384 114 23 27 5 1
385 96 23 26 2 2
386 190 23 25 4 1
387 28 23 24 1 3
388 138 23 26 1 2
389 58 23 25 4 3
390 97 24 26 1 1
391 98 24 29 5 1
392 4 24 29 1 2
393 147 24 28 5 1
394 32 24 26 2 1
395 24 24 27 2 1
396 126 24 25 3 1
397 105 24 28 2 1
398 184 24 28 2 1
399 144 24 29 5 1
400 147 24 27 3 3
401 35 24 25 1 2
402 157 24 26 2 2
403 173 24 26 5 1
404 153 24 27 1 3
405 3 24 29 2 2
406 10 24 29 5 1
407 66 24 26 3 2
408 57 25 29 2 2
409 174 25 29 1 2
410 57 25 27 5 1
411 41 25 28 4 1
412 81 25 30 5 1
413 196 25 30 4 2
414 4 25 28 1 1
415 41 25 26 3 1
416 174 25 28 3 1
417 78 25 27 2 2
418 78 25 26 5 1
419 160 25 30 3 1
420 8 25 26 2 2
421 66 25 26 2 1
422 61 25 28 2 1
423 104 25 28 1 1
424 75 25 27 2 1
425 148 25 29 5 1
426 179 25 29 2 1
427 135 25 29 5 1
428 174 25 29 3 3
429 17 26 29 3 2
430 94 26 31 2 2
431 23 26 28 1 2
432 105 26 28 4 1
433 18 26 28 5 1
434 153 26 28 2 2
435 129 26 28 1 3
436 24 26 30 1 3
437 31 26 31 3 1
438 147 26 31 3 2
439 57 26 27 1 3
440 179 26 29 4 2
441 174 26 30 2 1
442 106 26 30 4 2
443 3 26 29 4 1
444 188 26 31 3 1
445 54 26 28 4 3
446 39 26 31 4 2
447 14 26 29 3 1
448 143 27 28 4 3
449 109 27 28 5 1
450 156 27 32 1 2
451 6 27 28 4 3
452 156 27 28 5 1
453 89 27 28 2 2
454 179 27 31 4 2
455 143 27 32 5 1
456 165 27 30 5 1
457 174 27 31 3 1
458 14 27 32 3 1
459 141 27 28 3 3
460 188 27 32 2 2
461 25 27 29 2 1
462 83 27 28 2 2
463 41 27 29 4 2
464 51 27 28 3 1
465 132 27 28 1 2
466 118 28 30 3 2
467 2 28 30 5 1
468 34 28 29 5 1
469 85 28 29 4 1
470 52 28 31 4 3
471 36 28 30 2 1
472 136 28 32 5 1
473 134 28 30 5 1
474 13 28 32 4 3
475 155 28 31 3 3
476 70 28 33 1 1
477 164 28 32 4 2
478 157 28 31 3 3
479 149 28 29 1 1
480 32 28 30 3 2
481 119 28 30 4 2
482 151 28 33 4 1
483 99 29 30 2 1
484 91 29 34 2 2
485 103 29 30 2 2
486 133 29 30 5 1
487 75 29 34 4 2
488 185 29 32 5 1
489 56 29 34 4 2
490 124 29 30 2 2
491 151 29 34 4 2
492 111 29 32 4 2
493 55 29 33 2 1
494 195 29 30 4 2
495 12 29 30 4 3
496 83 29 32 1 3
497 60 29 34 4 3
498 30 29 33 2 1
499 41 29 33 1 1
500 5 30 31 2 2
501 58 30 34 2 1
502 88 30 31 5 1
503 138 30 33 4 1
504 28 30 33 5 1
505 74 30 31 2 2
506 81 30 35 4 2
507 201 30 31 5 1
508 154 30 33 1 1
509 75 30 35 4 3
510 99 30 32 4 1
511 89 30 34 5 1
512 194 30 33 3 3
513 18 30 35 4 3
514 140 30 31 1 2
515 113 30 31 3 3
516 197 30 31 1 2
517 27 30 32 2 2
518 166 30 34 4 2
519 159 30 31 2 2
520 2 30 31 1 1
521 64 30 32 2 2
522 187 30 35 5 1
523 159 30 35 2 1
524 135 30 35 3 1
525 60 30 33 2 1
526 54 31 33 2 1
527 124 31 35 2 2
528 152 31 34 1 3
529 64 31 34 5 1
530 197 31 33 3 1
531 5 31 34 2 2
532 200 31 32 4 3
533 34 31 34 2 2
534 61 31 32 5 1
535 141 31 33 5 1
536 156 31 32 1 3
537 90 31 36 4 1
538 3 31 33 1 2
539 81 32 37 2 1
540 181 32 33 1 1
541 78 32 35 2 1
542 128 32 34 4 1
543 195 32 36 3 2
544 17 32 36 1 3
545 93 32 33 2 1
546 28 32 36 5 1
547 136 32 35 1 2
548 56 32 34 2 1
549 19 32 34 2 2
550 134 32 37 1 3
551 183 32 33 1 2
552 123 32 33 2 1
553 83 32 35 2 2
554 197 32 34 5 1
555 61 32 35 4 3
556 37 32 35 4 3
557 128 32 34 5 1
558 195 33 34 5 1
559 20 33 38 3 3
560 62 33 38 5 1
561 135 33 35 1 1
562 144 33 37 3 1
563 12 33 36 4 1
564 22 33 34 3 3
565 128 33 34 4 3
566 192 33 34 4 1
567 163 33 37 2 2
568 152 33 34 3 1
569 119 33 35 2 2
570 134 33 34 2 1
571 27 33 38 3 2
572 192 33 38 1 3
573 155 33 37 1 1
574 189 33 36 1 1
575 163 33 38 1 2
576 124 33 35 4 2
577 114 34 39 3 2
578 30 34 37 4 3
579 164 34 39 5 1
580 98 34 39 3 3
581 6 34 39 1 1
582 74 34 37 4 2
583 200 34 37 1 1
584 183 34 39 4 2
585 142 34 36 3 3
586 64 34 38 4 2
587 44 34 36 4 2
588 53 34 36 4 2
589 103 34 35 3 2
590 59 34 38 2 2
591 144 34 37 2 1
592 27 34 38 1 3
593 63 34 35 4 1
594 170 34 39 5 1
595 47 34 35 3 1
596 150 34 37 4 1
597 109 34 36 1 1
598 153 34 35 5 1
599 115 34 37 2 2
600 46 34 39 3 3

TECHNICIANS = 125
1 184 1280 7 1 1 0 0 0
2 1 1066 6 0 1 1 1 1
3 69 274 10 1 1 0 0 1
4 164 268 7 1 1 1 1 0
5 158 584 10 1 0 1 1 1
6 123 1278 8 0 0 0 1 0
7 1 1245 10 0 0 1 1 1
8 1 521 7 1 1 1 1 1
9 64 1001 5 0 1 0 0 0
10 1 839 5 1 1 1 1 1
11 1 763 5 0 1 1 1 1
12 1 719 10 0 1 1 1 1
13 119 685 9 1 1 1 1 0
14 1 1234 7 0 1 0 1 1
15 1 962 9 0 0 1 0 1
16 1 1095 6 0 1 0 1 1
17 1 595 8 1 1 0 1 0
18 1 1247 5 0 1 0 1 1
19 1 571 5 0 0 1 1 1
20 200 324 8 0 1 1 1 1
21 1 451 9 0 1 1 0 0
22 202 983 10 0 0 0 0 1
23 157 408 9 0 1 0 0 0
24 203 248 8 0 0 0 1 0
25 66 1280 10 1 1 1 1 1
26 1 639 9 0 1 0 0 0
27 204 633 8 1 1 0 1 1
28 44 1328 8 1 0 1 0 1
29 205 1093 10 0 1 1 1 1
30 206 575 9 1 0 1 1 0
31 1 1411 9 1 1 1 0 1
32 59 1411 5 0 1 0 0 0
33 207 1247 6 1 1 1 1 1
34 74 732 10 1 1 1 1 1
35 1 189 9 1 1 1 1 1
36 208 803 8 1 1 1 1 1
37 94 1348 8 1 1 1 1 1
38 151 234 8 0 0 0 1 0
39 30 996 9 1 0 0 0 0
40 166 1415 9 1 0 0 0 0
41 125 709 7 1 1 1 1 1
42 62 323 9 0 1 1 1 1
43 200 699 10 1 0 1 1 1
44 209 1090 9 1 1 1 1 1
45 1 199 5 0 1 0 0 1
46 1 895 5 0 0 1 0 0
47 159 934 10 1 1 0 1 1
48 170 408 5 1 1 0 0 1
49 1 449 6 0 1 1 1 1
50 1 151 10 0 0 0 1 1
51 136 1450 6 0 1 0 0 0
52 21 1047 9 1 1 1 1 1
53 1 254 6 0 1 1 1 0
54 182 368 8 1 1 0 1 1
55 210 197 5 1 1 0 1 0
56 27 746 6 0 0 0 0 1
57 67 1167 7 1 0 0 1 1
58 122 1023 9 0 0 1 0 0
59 42 1245 6 0 1 1 1 0
60 135 346 10 0 0 1 0 0
61 1 1379 10 0 1 1 1 1
62 73 692 9 1 0 1 1 1
63 3 575 9 1 1 0 0 0
64 1 841 5 1 1 1 1 1
65 1 559 8 1 1 1 0 1
66 1 1057 6 1 0 0 1 0
67 1 1047 9 0 1 1 1 1
68 154 878 5 1 1 1 1 1
69 116 551 8 1 1 1 1 1
70 106 719 8 0 0 1 0 0
71 1 1052 6 1 1 1 1 0
72 46 244 7 1 1 1 1 1
73 143 215 7 1 0 0 0 0
74 79 1123 10 0 1 1 0 0
75 118 835 8 1 1 1 0 1
76 1 1152 7 1 0 0 1 1
77 144 591 8 0 1 1 1 1
78 91 1254 9 1 0 0 1 1
79 1 1390 8 1 1 1 1 1
80 200 569 6 0 0 0 0 1
81 1 580 9 1 0 1 1 1
82 211 1122 7 0 1 0 0 1
83 41 815 5 1 0 0 0 0
84 51 456 6 1 1 0 1 1
85 1 785 6 0 0 0 0 1
86 175 1075 7 1 0 1 1 1
87 30 1382 9 1 1 1 1 1
88 147 1119 10 0 0 0 0 1
89 80 1199 6 0 1 0 0 1
90 134 1011 8 1 1 1 1 1
91 166 302 8 1 1 0 0 1
92 36 1373 9 0 1 1 0 1
93 1 408 10 1 0 0 0 0
94 1 1490 9 1 1 0 0 0
95 212 485 8 0 1 0 1 1
96 169 560 7 0 1 1 0 0
97 162 594 5 1 1 1 1 1
98 213 932 9 1 0 0 0 0
99 35 688 10 1 0 0 0 0
100 1 918 8 1 1 1 0 1
101 1 1260 5 1 0 0 1 1
102 1 1318 10 0 1 1 0 0
103 1 1463 6 1 0 1 0 0
104 1 1007 8 1 0 0 0 1
105 92 1310 9 0 0 1 1 0
106 22 535 6 1 1 1 1 1
107 106 1161 5 1 1 1 1 1
108 144 1380 8 1 1 0 0 0
109 1 364 9 1 1 0 1 1
110 35 156 10 1 1 0 0 0
111 63 1309 5 1 1 1 1 1
112 170 1019 6 1 0 1 1 0
113 81 895 9 1 1 1 0 1
114 1 1270 10 0 0 1 1 0
115 77 1108 10 0 1 0 1 1
116 1 1165 9 1 1 1 0 1
117 1 159 5 1 1 1 1 0
118 1 556 6 1 1 1 1 1
119 1 825 9 0 1 1 1 1
120 110 477 6 1 1 1 1 1
121 66 784 5 1 1 1 1 1
122 1 1171 5 0 0 1 0 0
123 94 646 7 1 1 1 1 0
124 72 474 5 0 0 0 0 1
125 73 995 5 1 1 0 1 1

