DATASET = CO2018 freestyle
NAME = Instance 10

DAYS = 50
184 210 403
185 443 196
186 169 312
187 150 337
188 253 471
189 258 309
190 562 734
191 535 656
192 476 209
193 403 479
194 231 405
195 383 434
196 314 319
197 332 313
198 366 214
199 164 364
200 261 480
201 695 717
202 216 309
203 474 714
204 651 322
205 638 698
206 548 724
207 607 424
208 562 107
209 368 371
210 498 713
211 320 478
212 367 425
213 312 467
214 262 493
215 564 392
216 296 468
217 61 216
218 435 200
219 205 390
220 705 568
221 240 403
222 264 478
223 671 339
224 230 409
225 285 584
226 354 554
227 519 323
228 604 472
229 512 56
230 513 327
231 600 514
232 378 329
233 389 443
234 206 255
235 421 675
236 160 363
237 571 462
238 399 271
239 404 151
240 394 573
241 331 514
242 252 228
243 327 477
244 592 776
245 665 717
246 397 324
247 431 246
248 366 389
249 232 268
250 498 318
251 203 366
252 248 331
253 659 399
254 590 399
255 336 451
256 370 447
257 529 362
258 192 382
259 207 361
260 103 213
261 259 466
262 414 435
263 326 514
264 578 435
265 279 367
266 202 379
267 754 600

REQUESTS = 750
1 84 1 2 3 3
2 70 1 4 5 3
3 239 1 5 2 1
4 82 1 5 1 1
5 185 1 6 4 2
6 105 1 5 5 3
7 234 1 6 2 2
8 31 1 4 2 1
9 28 1 5 5 1
10 80 1 4 1 1
11 76 1 3 6 2
12 125 1 2 6 1
13 44 2 3 5 1
14 216 2 4 1 1
15 163 2 4 3 2
16 199 2 7 5 3
17 202 2 3 2 1
18 134 2 7 5 1
19 124 2 5 3 3
20 96 2 7 6 2
21 166 2 4 1 1
22 125 2 6 6 1
23 93 2 4 5 2
24 147 2 3 5 1
25 148 2 3 6 2
26 248 2 5 2 1
27 201 2 6 4 2
28 139 2 4 1 1
29 159 2 6 5 1
30 226 2 7 3 2
31 233 2 6 1 1
32 101 2 5 3 2
33 2 2 5 6 2
34 65 3 8 5 1
35 38 3 4 5 2
36 90 3 4 2 2
37 139 3 5 1 1
38 27 3 4 4 1
39 249 3 6 4 2
40 77 3 6 1 1
41 47 3 5 6 2
42 201 3 6 3 1
43 99 3 8 4 1
44 155 3 6 2 1
45 145 3 8 3 1
46 141 3 8 3 1
47 142 3 6 1 1
48 247 3 4 4 1
49 171 3 5 5 3
50 45 3 6 4 1
51 247 3 8 5 2
52 38 3 5 4 2
53 155 3 6 1 1
54 210 3 5 6 1
55 69 3 8 4 2
56 199 3 5 3 2
57 27 4 7 1 1
58 168 4 6 1 1
59 225 4 9 1 1
60 77 4 9 5 3
61 83 4 8 2 1
62 15 4 9 3 1
63 132 4 5 2 2
64 23 4 8 3 1
65 65 4 8 2 1
66 241 5 10 1 1
67 9 5 7 3 3
68 100 5 9 4 2
69 201 5 10 1 1
70 112 5 10 4 1
71 28 5 8 1 1
72 76 5 9 6 1
73 188 5 6 3 3
74 205 5 6 5 1
75 35 5 6 5 1
76 181 5 8 5 2
77 45 5 8 5 3
78 202 5 7 4 1
79 149 5 6 4 2
80 170 5 8 3 3
81 184 5 10 5 1
82 86 5 9 6 2
83 40 5 10 6 2
84 58 5 6 3 1
85 155 5 8 5 3
86 87 6 9 5 3
87 43 6 11 5 3
88 235 6 7 3 2
89 169 6 11 5 1
90 17 6 11 6 1
91 81 6 8 3 2
92 145 6 10 1 1
93 41 6 9 4 1
94 172 6 9 1 1
95 122 6 8 5 2
96 6 6 9 2 2
97 155 6 11 2 2
98 218 7 9 4 1
99 29 7 8 4 1
100 241 7 9 6 1
101 175 7 8 6 2
102 182 7 12 6 1
103 223 7 12 3 2
104 40 7 12 4 1
105 9 7 11 1 1
106 179 7 9 1 1
107 138 7 10 6 1
108 251 7 8 2 2
109 171 7 12 3 3
110 42 7 8 6 2
111 212 7 12 2 2
112 148 7 9 6 2
113 232 7 11 2 1
114 225 8 13 4 1
115 233 8 12 1 1
116 19 8 9 6 2
117 125 8 10 5 3
118 65 8 9 1 1
119 132 8 11 1 1
120 29 8 11 4 2
121 136 8 11 3 2
122 200 8 11 1 1
123 216 8 10 6 1
124 18 8 10 4 1
125 35 8 10 4 2
126 13 8 12 6 1
127 191 8 9 1 1
128 218 8 11 5 2
129 176 8 13 5 1
130 62 8 9 6 1
131 154 9 10 6 2
132 111 9 14 6 2
133 154 9 10 3 3
134 184 9 12 4 1
135 84 9 11 6 2
136 221 9 11 4 1
137 221 9 13 6 2
138 91 9 10 6 2
139 144 9 14 3 1
140 147 9 12 4 2
141 69 9 13 1 1
142 101 9 13 4 1
143 68 9 13 4 1
144 171 9 14 3 2
145 83 9 10 1 1
146 243 9 11 5 1
147 241 9 14 3 3
148 164 9 11 2 1
149 210 9 12 4 1
150 125 10 12 3 3
151 124 10 11 6 2
152 51 10 13 4 1
153 113 10 13 1 1
154 180 10 13 5 3
155 90 10 11 1 1
156 125 10 15 6 2
157 48 10 11 1 1
158 57 10 15 4 1
159 86 10 12 5 3
160 25 10 13 3 3
161 200 10 12 6 2
162 105 10 13 1 1
163 101 10 12 2 1
164 3 10 15 1 1
165 127 11 13 2 1
166 251 11 13 1 1
167 152 11 16 1 1
168 168 11 13 6 1
169 22 11 12 4 1
170 145 11 14 4 1
171 28 11 15 1 1
172 215 11 14 2 2
173 195 11 12 2 2
174 115 11 12 2 1
175 213 11 16 5 2
176 230 11 14 1 1
177 226 11 13 2 2
178 79 11 13 5 1
179 116 11 13 6 1
180 196 11 13 2 1
181 105 11 16 4 1
182 185 11 15 2 2
183 233 11 13 2 2
184 157 11 16 2 1
185 138 11 12 5 3
186 161 11 13 6 2
187 132 12 13 2 2
188 71 12 13 3 3
189 105 12 13 4 2
190 124 12 14 6 2
191 160 12 15 2 2
192 122 12 14 1 1
193 93 12 15 4 2
194 119 12 14 3 2
195 131 12 15 6 2
196 35 12 15 5 1
197 208 12 15 1 1
198 191 12 17 1 1
199 32 12 13 2 1
200 139 12 13 2 1
201 112 13 16 3 3
202 118 13 18 2 2
203 71 13 16 4 2
204 222 13 15 5 1
205 68 13 16 1 1
206 57 13 14 5 1
207 28 13 14 2 2
208 121 13 14 5 2
209 247 13 18 1 1
210 46 13 17 5 2
211 160 13 16 4 1
212 42 13 14 3 2
213 160 13 15 5 2
214 24 13 16 5 1
215 211 13 14 5 1
216 97 13 16 1 1
217 222 14 18 1 1
218 151 14 16 6 1
219 34 14 16 1 1
220 81 14 17 3 2
221 75 14 16 6 2
222 244 14 17 2 2
223 112 14 18 2 2
224 244 14 18 3 3
225 240 14 15 5 1
226 22 14 17 3 2
227 235 14 16 1 1
228 155 14 18 1 1
229 60 14 16 1 1
230 162 14 15 1 1
231 58 14 15 5 1
232 161 14 17 1 1
233 147 14 19 4 2
234 63 14 16 6 1
235 201 14 15 1 1
236 243 14 15 1 1
237 123 14 18 4 2
238 18 15 19 1 1
239 245 15 17 5 2
240 154 15 18 1 1
241 168 15 17 5 3
242 44 15 17 2 1
243 224 15 16 2 1
244 120 15 20 5 2
245 105 15 18 1 1
246 35 15 17 2 2
247 153 15 16 4 1
248 224 15 19 6 1
249 68 15 20 5 3
250 242 15 17 5 1
251 165 15 19 1 1
252 245 15 20 6 2
253 90 15 19 1 1
254 164 15 16 5 1
255 212 15 18 5 3
256 242 15 20 6 2
257 237 16 21 3 2
258 236 16 19 4 2
259 141 16 20 1 1
260 201 16 17 5 1
261 163 16 18 1 1
262 95 16 19 4 2
263 75 16 17 2 2
264 241 16 20 4 1
265 61 16 20 6 1
266 207 16 19 2 2
267 198 17 18 6 1
268 207 17 19 3 1
269 197 17 19 6 1
270 82 17 20 2 1
271 30 17 20 6 1
272 56 17 20 6 1
273 18 17 20 4 1
274 95 17 21 5 3
275 132 17 22 3 2
276 134 17 19 4 1
277 12 17 21 3 1
278 235 17 19 4 2
279 88 17 20 2 2
280 214 17 22 4 2
281 95 18 23 4 2
282 47 18 21 6 2
283 206 18 23 6 2
284 40 18 20 3 1
285 51 18 23 5 3
286 237 18 20 4 1
287 190 18 19 2 2
288 46 18 20 3 2
289 133 18 21 5 2
290 101 18 21 5 2
291 127 18 22 5 2
292 181 18 22 3 1
293 209 18 19 6 2
294 42 18 19 5 3
295 49 18 22 2 1
296 86 19 20 5 3
297 151 19 21 1 1
298 97 19 20 5 2
299 108 19 24 1 1
300 21 19 22 3 2
301 116 19 21 4 1
302 7 19 21 5 1
303 99 19 21 1 1
304 202 19 24 6 1
305 4 19 23 6 2
306 82 19 24 4 2
307 236 19 22 5 1
308 69 19 22 3 2
309 18 19 24 2 2
310 71 19 21 3 3
311 16 19 22 6 2
312 90 19 24 2 1
313 31 19 23 3 3
314 192 20 21 1 1
315 35 20 22 1 1
316 231 20 23 2 1
317 91 20 25 1 1
318 21 20 23 3 1
319 64 20 25 3 3
320 121 20 25 5 2
321 179 20 23 4 2
322 248 20 21 6 1
323 87 20 24 1 1
324 216 20 21 2 2
325 4 20 25 2 2
326 226 20 22 4 1
327 27 20 24 2 1
328 226 20 25 1 1
329 238 20 23 5 3
330 101 20 24 4 1
331 176 20 25 4 1
332 202 20 25 6 1
333 136 20 21 1 1
334 17 21 23 3 1
335 198 21 24 1 1
336 199 21 24 4 2
337 149 21 23 1 1
338 206 21 24 2 2
339 69 21 24 6 2
340 195 21 25 1 1
341 89 21 23 3 1
342 246 21 24 1 1
343 233 21 23 5 2
344 8 21 25 6 1
345 129 21 25 3 2
346 123 21 26 5 1
347 129 21 26 2 1
348 137 21 24 2 2
349 240 22 27 2 2
350 142 22 27 3 2
351 65 22 23 6 1
352 180 22 23 4 1
353 48 22 27 5 2
354 29 22 27 6 1
355 98 22 27 6 1
356 47 22 26 5 2
357 55 22 25 6 1
358 39 22 23 2 1
359 183 22 26 5 1
360 176 22 27 4 2
361 46 22 25 3 2
362 145 22 27 6 1
363 39 22 26 5 3
364 158 22 26 6 1
365 232 22 24 6 2
366 235 22 25 6 2
367 26 22 26 3 3
368 213 22 25 6 1
369 106 22 23 3 3
370 117 22 25 2 2
371 164 22 23 2 1
372 29 22 27 4 1
373 198 22 24 5 3
374 248 23 27 5 1
375 103 23 24 1 1
376 38 23 28 6 1
377 124 23 26 6 2
378 223 23 24 3 2
379 179 23 25 6 2
380 179 23 24 2 1
381 210 23 24 2 1
382 11 23 24 1 1
383 113 23 24 3 2
384 215 23 28 6 2
385 27 23 27 3 3
386 88 23 28 5 3
387 143 23 27 6 1
388 48 24 27 2 2
389 233 24 25 4 2
390 21 24 29 4 1
391 155 24 28 1 1
392 126 24 26 5 3
393 202 24 27 3 1
394 103 24 27 5 1
395 126 24 25 3 1
396 53 24 28 4 1
397 165 24 27 5 2
398 167 24 28 2 1
399 66 24 25 4 2
400 180 24 27 3 1
401 192 24 28 2 2
402 13 24 25 3 3
403 102 24 29 2 2
404 176 24 25 1 1
405 156 24 27 6 2
406 103 25 27 6 2
407 71 25 30 5 1
408 2 25 27 1 1
409 157 25 28 3 1
410 71 25 26 1 1
411 120 25 29 4 2
412 170 25 26 5 2
413 32 25 28 6 1
414 92 25 28 2 2
415 75 25 27 2 1
416 36 25 30 1 1
417 166 25 27 3 3
418 159 25 27 6 1
419 153 25 28 6 2
420 211 25 26 5 1
421 124 26 27 4 2
422 7 26 28 5 2
423 122 26 27 5 1
424 23 26 29 4 1
425 251 26 28 4 2
426 98 26 31 3 3
427 197 26 28 2 1
428 213 26 27 2 2
429 136 26 29 2 1
430 232 26 28 1 1
431 18 26 27 4 1
432 51 26 27 4 2
433 46 26 30 3 2
434 182 26 30 6 2
435 124 26 28 6 1
436 40 26 29 2 2
437 52 26 30 1 1
438 162 26 29 5 2
439 169 26 28 2 2
440 137 26 27 6 2
441 115 26 30 1 1
442 229 26 28 2 1
443 53 26 31 5 3
444 94 26 30 1 1
445 163 26 29 6 1
446 181 27 29 3 2
447 112 27 31 3 1
448 238 27 28 1 1
449 229 27 30 5 2
450 35 27 28 3 2
451 84 27 31 6 1
452 9 27 30 6 2
453 186 27 28 6 1
454 136 27 28 2 1
455 9 27 31 5 1
456 45 27 32 2 2
457 168 27 28 6 2
458 239 27 32 5 3
459 145 27 31 2 2
460 110 27 30 1 1
461 196 28 30 5 1
462 15 28 32 5 1
463 23 28 29 6 2
464 103 28 32 5 3
465 130 28 31 6 1
466 196 28 33 1 1
467 121 28 33 1 1
468 226 28 33 4 2
469 214 28 30 3 3
470 237 28 31 6 2
471 114 28 30 1 1
472 152 28 29 4 1
473 205 28 32 5 1
474 154 28 32 5 1
475 121 28 29 3 1
476 52 28 32 2 2
477 120 28 32 4 1
478 36 29 32 6 2
479 128 29 30 6 2
480 151 29 30 3 1
481 200 29 31 6 1
482 228 29 31 4 2
483 159 29 30 6 1
484 146 29 30 3 1
485 178 29 31 5 2
486 227 29 31 1 1
487 136 29 30 3 3
488 39 29 31 4 2
489 120 29 34 4 2
490 82 29 31 2 1
491 89 29 34 5 2
492 177 29 31 5 2
493 64 29 33 5 3
494 182 29 31 1 1
495 105 29 34 5 2
496 83 29 34 5 2
497 106 29 33 5 1
498 9 29 33 6 1
499 78 30 34 3 1
500 63 30 34 2 2
501 107 30 33 5 1
502 167 30 35 4 2
503 147 30 34 1 1
504 130 30 32 3 2
505 222 30 33 1 1
506 30 30 33 3 3
507 215 30 33 4 1
508 128 30 32 4 2
509 165 30 33 1 1
510 229 30 31 6 2
511 5 30 31 5 2
512 77 30 35 6 1
513 239 30 34 4 1
514 67 30 34 3 1
515 191 30 31 3 3
516 114 30 33 6 1
517 236 30 35 2 2
518 143 30 31 6 2
519 91 30 32 5 1
520 210 30 31 2 1
521 215 30 33 4 2
522 166 31 34 5 2
523 96 31 34 3 1
524 201 31 35 4 2
525 53 31 36 3 3
526 228 31 36 2 2
527 108 31 36 6 1
528 37 31 33 3 3
529 53 31 34 6 2
530 103 31 35 3 2
531 218 31 36 1 1
532 11 31 33 1 1
533 57 31 32 4 1
534 243 31 34 2 2
535 3 31 36 6 2
536 94 31 33 1 1
537 86 32 36 3 1
538 193 32 37 1 1
539 107 32 35 5 2
540 183 32 35 6 1
541 106 32 34 4 2
542 174 32 35 5 2
543 65 32 37 2 2
544 206 32 35 5 3
545 85 32 35 6 1
546 238 32 36 4 2
547 65 32 33 6 1
548 150 32 36 4 1
549 99 32 35 2 2
550 34 32 34 1 1
551 118 32 36 4 1
552 231 32 35 5 3
553 127 32 35 3 1
554 89 32 36 4 2
555 173 32 34 1 1
556 249 33 38 6 1
557 72 33 38 2 1
558 238 33 38 3 2
559 81 33 35 5 1
560 178 33 35 4 1
561 22 33 34 4 2
562 71 33 34 4 2
563 96 33 36 5 3
564 245 33 38 4 1
565 194 33 34 4 1
566 155 33 35 2 1
567 136 33 37 5 1
568 181 33 36 1 1
569 58 33 36 1 1
570 3 33 35 3 2
571 113 33 37 2 2
572 99 33 34 5 3
573 33 33 38 5 1
574 114 34 38 1 1
575 136 34 39 6 1
576 238 34 38 6 2
577 135 34 37 3 2
578 97 34 39 6 1
579 108 34 38 4 1
580 89 34 39 4 1
581 143 34 35 2 2
582 79 34 37 5 2
583 81 34 38 6 2
584 105 34 36 3 2
585 32 34 37 6 1
586 82 34 39 3 3
587 9 34 35 4 1
588 21 34 36 5 2
589 209 34 36 5 3
590 138 34 35 6 2
591 21 34 38 2 1
592 131 34 36 2 2
593 88 34 39 6 1
594 92 34 36 1 1
595 247 35 39 2 2
596 248 35 37 5 2
597 197 35 36 6 2
598 91 35 39 2 2
599 180 35 40 6 2
600 137 35 36 2 1
601 157 35 38 3 2
602 121 35 38 2 2
603 40 35 37 4 1
604 193 35 36 5 3
605 10 35 39 2 2
606 17 35 40 1 1
607 208 35 40 5 2
608 145 35 38 5 2
609 36 35 39 6 1
610 76 35 40 3 3
611 190 36 41 1 1
612 138 36 40 6 2
613 155 36 38 2 2
614 67 36 41 1 1
615 116 36 38 2 2
616 63 36 37 4 1
617 12 36 39 6 1
618 51 36 37 1 1
619 26 36 41 6 2
620 16 36 38 4 1
621 149 36 40 1 1
622 217 36 37 4 1
623 78 36 40 3 1
624 250 36 37 3 1
625 69 36 38 6 2
626 193 36 37 5 1
627 191 36 37 6 2
628 13 36 38 2 1
629 2 36 41 5 2
630 82 36 37 5 3
631 248 36 39 6 1
632 43 36 40 6 1
633 39 36 40 2 1
634 43 36 41 6 2
635 101 36 40 3 1
636 188 36 40 2 2
637 31 36 37 4 1
638 209 36 39 6 2
639 163 37 42 3 3
640 28 37 42 1 1
641 149 37 39 4 1
642 45 37 41 2 1
643 67 37 40 2 2
644 202 37 42 4 1
645 18 37 40 4 2
646 173 37 39 6 1
647 165 37 40 3 2
648 135 37 41 4 2
649 223 37 40 5 3
650 233 38 41 2 1
651 92 38 41 2 2
652 131 38 42 6 2
653 184 38 41 4 1
654 188 38 43 2 1
655 213 38 41 4 1
656 221 38 40 4 1
657 232 38 43 5 1
658 125 38 39 4 2
659 91 38 40 1 1
660 9 39 43 6 1
661 28 39 44 3 2
662 97 39 41 3 3
663 57 39 44 2 1
664 162 39 40 1 1
665 217 39 44 6 1
666 232 39 40 4 2
667 192 39 40 4 1
668 25 39 44 3 2
669 195 39 42 1 1
670 89 39 40 5 1
671 229 39 41 5 1
672 56 39 44 2 2
673 19 39 40 2 1
674 163 39 41 5 2
675 77 39 41 6 1
676 211 40 43 1 1
677 41 40 44 2 1
678 37 40 44 1 1
679 229 40 44 4 1
680 199 40 43 4 2
681 70 40 42 3 1
682 93 40 43 4 1
683 100 40 43 6 1
684 8 40 42 4 2
685 146 40 43 6 2
686 220 40 44 2 2
687 3 40 43 3 1
688 53 41 42 4 2
689 162 41 43 3 1
690 185 41 46 1 1
691 249 41 42 2 1
692 91 41 42 1 1
693 176 41 42 3 3
694 222 41 44 3 2
695 94 41 44 6 1
696 199 41 43 6 1
697 210 41 45 3 3
698 72 41 42 1 1
699 138 41 44 4 2
700 36 41 42 5 2
701 73 41 44 6 1
702 125 41 45 4 2
703 36 41 43 5 1
704 149 41 44 6 1
705 234 41 43 4 2
706 141 41 46 5 2
707 53 42 47 5 1
708 70 42 44 3 1
709 249 42 46 4 2
710 115 42 47 1 1
711 156 42 43 5 3
712 169 42 43 5 1
713 130 42 47 6 1
714 183 42 46 5 1
715 56 42 43 3 2
716 154 42 47 1 1
717 190 43 48 1 1
718 122 43 47 6 1
719 227 43 48 2 2
720 169 43 44 2 2
721 28 43 44 4 2
722 114 43 44 5 2
723 134 43 45 6 2
724 238 43 48 4 1
725 140 43 48 5 2
726 221 43 47 3 3
727 193 43 46 5 2
728 208 43 44 4 2
729 88 43 44 3 2
730 43 43 44 2 2
731 108 44 46 4 2
732 96 44 47 4 2
733 66 44 45 1 1
734 58 44 49 2 2
735 81 44 46 6 2
736 156 44 46 6 2
737 52 44 47 1 1
738 20 44 47 6 2
739 19 44 49 4 1
740 188 44 47 1 1
741 29 44 48 4 1
742 230 44 46 1 1
743 218 44 46 5 2
744 9 44 46 6 1
745 75 44 47 3 1
746 48 44 48 5 1
747 147 44 49 6 2
748 237 44 46 5 3
749 5 44 48 4 1
750 184 44 45 1 1

TECHNICIANS = 150
1 1 802 8 1 1 1 1 1 0
2 252 188 6 0 0 1 0 0 1
3 81 613 6 1 0 0 1 1 0
4 1 461 5 1 0 1 0 1 0
5 69 257 9 0 0 0 1 0 0
6 1 378 9 0 0 0 0 1 1
7 1 966 10 0 1 1 1 0 0
8 221 1495 7 1 1 1 0 1 1
9 129 1385 6 1 1 1 1 1 0
10 1 677 9 1 0 1 0 1 1
11 1 1332 10 0 1 1 1 1 1
12 253 893 5 1 1 0 1 0 0
13 1 732 10 0 1 1 0 0 0
14 1 515 10 1 1 1 0 1 1
15 216 153 7 0 1 0 1 1 0
16 194 404 10 1 0 0 0 0 0
17 51 1296 10 0 1 1 1 0 0
18 254 1467 9 0 1 1 0 0 0
19 1 1251 8 1 1 1 0 1 1
20 255 1327 5 1 1 1 0 0 1
21 34 824 7 1 0 0 0 1 0
22 110 440 9 1 0 1 1 1 1
23 238 1038 5 1 0 0 1 0 1
24 1 488 9 0 0 1 0 0 0
25 48 985 7 1 0 1 1 1 1
26 1 1202 9 1 1 1 0 1 1
27 50 1445 8 1 0 1 0 1 1
28 1 559 6 1 1 1 1 0 1
29 212 1109 9 0 0 1 1 0 0
30 1 1049 10 1 1 1 1 1 0
31 26 547 6 1 0 0 0 1 0
32 84 764 10 1 0 1 1 0 0
33 12 436 9 1 1 1 0 1 1
34 1 1041 6 1 1 1 1 1 0
35 1 786 6 0 1 0 0 0 0
36 256 1078 9 1 1 1 0 1 1
37 1 212 10 0 1 0 0 1 1
38 1 484 5 1 0 1 1 1 0
39 46 919 5 1 0 0 0 0 0
40 1 1144 9 0 0 0 0 1 1
41 1 381 7 0 1 1 0 1 0
42 1 170 6 0 1 1 1 1 1
43 1 262 7 0 1 1 1 1 1
44 1 374 9 0 1 0 1 1 1
45 145 803 5 1 0 0 1 1 1
46 1 1395 6 0 0 0 1 0 0
47 108 1005 10 1 1 0 1 0 1
48 177 339 7 0 1 0 0 0 0
49 1 1057 10 1 1 1 1 1 0
50 1 933 5 1 0 1 1 1 0
51 118 1338 5 0 0 0 1 0 0
52 1 1182 9 1 1 1 1 0 1
53 53 845 7 1 0 0 1 1 1
54 107 1090 7 0 1 1 1 1 1
55 1 1260 10 1 1 1 1 0 1
56 1 1483 6 0 0 0 0 1 1
57 125 1270 10 1 1 1 1 1 0
58 1 789 10 0 0 0 0 0 1
59 178 947 5 1 0 1 0 0 0
60 1 402 6 1 1 1 0 1 0
61 115 1406 6 0 1 1 1 1 1
62 1 1276 6 0 1 1 1 1 1
63 257 1115 6 1 0 0 0 0 1
64 1 877 5 1 0 1 0 0 0
65 1 439 5 0 0 1 0 0 0
66 258 920 9 1 1 1 1 1 0
67 179 867 7 1 0 0 1 0 0
68 1 895 5 1 0 1 1 1 1
69 1 602 10 0 1 0 0 1 0
70 1 770 8 0 1 0 1 0 0
71 1 1087 6 0 1 1 1 1 1
72 1 835 5 1 1 1 1 0 1
73 1 683 10 1 1 1 0 0 1
74 1 1027 5 1 1 0 1 1 1
75 105 758 5 0 0 0 1 0 0
76 1 303 7 1 1 1 0 1 1
77 1 1237 8 0 0 0 1 0 1
78 1 1129 10 0 0 0 0 1 0
79 50 1401 10 0 0 0 1 0 0
80 60 1284 5 1 1 1 1 0 1
81 30 1101 9 1 1 0 1 0 0
82 1 750 5 1 1 1 0 1 1
83 259 731 8 0 1 0 1 1 0
84 1 685 5 0 0 0 1 1 0
85 260 1314 7 0 0 0 0 0 1
86 54 1449 7 0 0 1 0 0 0
87 1 800 10 0 0 0 1 0 1
88 1 790 10 1 0 1 1 1 0
89 1 711 6 1 0 0 1 0 1
90 108 280 9 1 0 0 0 0 0
91 1 336 6 0 1 0 0 0 0
92 1 431 6 1 0 0 1 0 0
93 1 1424 8 0 1 0 1 0 1
94 219 1312 10 1 0 0 1 1 1
95 234 723 9 1 1 0 1 1 1
96 166 516 10 1 0 0 1 1 0
97 261 638 10 0 1 1 0 0 1
98 1 1091 8 1 1 1 1 0 1
99 1 407 10 1 0 1 0 1 0
100 142 918 8 0 1 1 1 1 1
101 240 828 8 1 0 1 0 1 1
102 76 218 5 1 1 0 0 1 0
103 220 854 7 1 1 1 1 0 0
104 160 674 5 0 0 0 0 1 0
105 262 1207 9 1 1 0 1 1 0
106 263 992 9 0 1 1 0 1 1
107 1 1319 8 1 1 0 1 1 1
108 1 1010 6 1 1 0 0 1 0
109 1 1368 6 1 0 1 1 1 0
110 166 286 10 0 0 0 1 1 1
111 1 1331 5 0 1 1 0 1 0
112 1 1066 9 0 0 1 0 0 0
113 1 1352 5 0 0 1 0 1 1
114 1 1315 10 0 1 0 1 1 1
115 32 1208 5 1 1 1 1 0 1
116 1 568 8 1 0 1 1 1 1
117 1 846 9 0 1 1 0 0 1
118 1 376 10 1 1 1 0 0 0
119 264 716 8 1 0 1 0 1 1
120 265 1156 6 0 1 0 0 0 1
121 1 191 8 1 0 0 0 0 0
122 1 1220 7 1 0 1 1 1 1
123 1 1388 7 0 0 0 0 1 1
124 134 354 7 1 1 1 0 1 0
125 229 426 5 0 1 0 0 0 0
126 1 696 9 1 1 1 1 1 0
127 266 444 9 1 1 0 1 0 1
128 228 819 8 1 1 1 1 0 0
129 176 356 9 0 1 0 1 0 0
130 1 352 8 0 0 1 0 0 0
131 1 325 5 1 1 1 0 0 1
132 77 399 9 0 0 0 0 0 1
133 1 1050 9 0 1 1 1 1 1
134 217 489 5 1 1 1 1 1 0
135 1 967 9 1 1 0 0 0 0
136 1 1486 10 0 0 1 0 1 0
137 31 623 6 0 1 0 1 0 0
138 1 1384 7 1 1 0 1 0 1
139 76 667 5 1 0 1 1 1 1
140 1 560 8 1 0 0 1 0 1
141 1 1081 5 0 0 0 0 1 0
142 1 1036 8 0 0 1 0 1 1
143 42 1069 9 0 0 0 0 1 0
144 1 1254 9 1 0 1 0 0 0
145 112 460 6 1 0 1 0 0 1
146 1 1183 6 0 1 0 0 0 0
147 1 1472 9 0 0 0 0 0 1
148 267 845 9 0 1 1 0 0 0
149 1 1283 10 1 0 0 1 0 0
150 1 409 10 0 1 0 0 1 1

