DATASET = CO2018 freestyle
NAME = Instance 8

DAYS = 30
10 113 1 5 3 1
11 19 1 2 2 1
12 92 1 5 4 2
13 63 1 3 3 1
14 4 1 4 4 1
15 93 1 5 4 3
16 33 1 5 3 1
17 106 1 4 4 3
18 51 1 5 3 1
19 45 1 3 3 1
20 62 2 6 1 2
21 87 2 3 1 1
22 21 2 4 1 1
23 51 2 5 3 1
24 63 2 4 2 1
25 53 2 5 2 2
26 121 2 4 3 1
27 111 2 5 4 3
28 129 2 3 4 2
29 102 2 3 2 2
30 70 2 6 4 2
31 120 2 4 1 2
32 85 2 4 1 1
33 6 2 6 1 2
34 126 2 4 2 1
35 97 2 3 3 1
36 3 2 7 1 2
37 51 2 4 4 3
38 26 2 6 1 2
39 83 3 7 4 3
40 44 3 8 1 1
41 88 3 4 3 1
42 42 3 5 2 3
43 111 3 8 1 2
44 35 3 6 4 3
45 136 3 4 2 2
46 149 3 8 3 1
47 122 3 4 1 1
48 128 3 5 3 1
49 21 3 7 4 3
50 47 3 8 4 1
51 142 3 5 3 1
52 12 3 6 3 1
53 117 3 4 2 2
54 69 3 7 3 1
55 99 3 8 2 2
56 131 3 7 1 2
57 147 3 4 2 1
58 140 3 6 3 1
59 6 4 5 2 2
60 49 4 7 1 1
61 55 4 5 4 2
62 69 4 5 3 1
63 33 4 6 3 1
64 100 4 9 1 1
65 72 4 5 3 1
66 137 4 9 1 1
67 50 4 5 2 2
68 68 4 7 4 3
69 120 4 5 3 1
70 148 4 9 4 2
71 138 4 6 2 2
72 137 4 6 3 1
73 27 4 5 3 1
74 132 4 7 3 1
75 8 4 8 2 3
76 38 4 6 4 3
77 85 4 8 4 1
78 102 4 9 4 3
79 124 4 8 4 1
80 122 4 7 3 1
81 97 4 7 2 3
82 123 5 7 1 1
83 115 5 6 1 2
84 44 5 7 1 1
85 130 5 7 1 1
86 89 5 7 1 1
87 26 5 6 2 2
88 50 5 6 2 1
89 111 5 10 4 1
90 119 5 8 2 2
91 41 5 7 1 1
92 68 5 7 2 3
93 139 5 10 4 3
94 151 5 6 2 2
95 75 5 6 4 2
96 23 5 9 1 2
97 145 6 9 1 1
98 64 6 10 3 1
99 138 6 8 2 1
100 97 6 7 4 2
101 80 6 11 2 3
102 114 6 10 4 2
103 17 6 11 2 2
104 57 6 8 1 2
105 58 6 10 3 1
106 52 6 10 1 2
107 144 6 9 4 2
108 53 6 10 2 2
109 123 6 9 3 1
110 38 6 9 4 3
111 73 6 7 1 2
112 145 6 7 1 1
113 106 6 10 1 1
114 73 6 11 3 1
115 5 6 11 4 3
116 6 6 9 3 1
117 147 6 10 4 3
118 143 6 7 1 2
119 63 6 7 2 1
120 51 6 9 2 1
121 7 7 8 4 2
122 78 7 12 4 1
123 95 7 8 4 1
124 88 7 9 3 1
125 34 7 12 2 1
126 17 7 9 3 1
127 112 7 9 1 2
128 115 7 12 3 1
129 141 7 12 3 1
130 48 7 9 1 1
131 12 7 10 2 2
132 145 7 11 4 2
133 21 7 12 4 2
134 108 7 12 3 1
135 23 7 11 1 1
136 121 7 8 4 3
137 141 7 10 3 1
138 130 7 9 4 3
139 61 7 11 2 3
140 54 7 8 1 2
141 121 8 13 2 1
142 116 8 13 3 1
143 108 8 13 3 1
144 52 8 11 2 2
145 2 8 12 4 3
146 60 8 13 1 2
147 93 8 10 1 2
148 17 8 13 2 3
149 121 8 11 4 3
150 119 8 9 4 1
151 112 8 11 2 2
152 29 8 10 4 3
153 45 8 11 1 1
154 32 8 9 4 1
155 45 8 10 2 2
156 108 8 9 4 3
157 91 8 9 1 2
158 66 8 13 2 1
159 98 8 12 3 1
160 130 8 11 2 3
161 79 8 11 4 1
162 137 8 10 2 1
163 76 8 9 3 1
164 89 9 10 1 2
165 118 9 12 2 3
166 35 9 12 1 2
167 51 9 10 2 3
168 3 9 11 2 2
169 20 9 12 2 3
170 126 9 14 1 2
171 134 9 12 1 1
172 114 9 10 2 1
173 54 9 13 4 1
174 37 9 13 2 2
175 101 9 13 2 3
176 63 9 12 3 1
177 52 9 11 2 3
178 118 9 14 2 2
179 37 9 12 2 1
180 115 9 13 2 3
181 44 9 12 3 1
182 7 9 12 1 2
183 127 9 11 1 2
184 41 9 14 2 1
185 150 9 10 4 1
186 92 9 13 1 2
187 129 9 13 3 1
188 5 10 12 2 3
189 136 10 11 1 1
190 12 10 14 1 1
191 29 10 15 3 1
192 37 10 14 1 1
193 30 10 15 1 2
194 34 10 15 3 1
195 67 10 13 3 1
196 27 10 13 1 1
197 151 10 12 3 1
198 98 10 13 2 3
199 73 10 14 4 2
200 78 10 11 3 1
201 28 10 11 4 3
202 86 10 11 4 2
203 3 10 14 1 1
204 106 10 13 4 3
205 114 10 15 3 1
206 19 10 14 1 1
207 20 10 12 1 1
208 87 10 15 3 1
209 135 10 11 3 1
210 34 11 16 2 2
211 139 11 13 1 1
212 2 11 14 2 3
213 118 11 13 2 2
214 143 11 15 3 1
215 77 11 13 2 3
216 23 11 15 3 1
217 52 11 15 4 1
218 139 11 14 3 1
219 19 11 14 2 2
220 139 11 16 4 3
221 100 11 14 1 1
222 14 11 16 2 2
223 66 12 14 3 1
224 18 12 15 3 1
225 102 12 17 4 3
226 132 12 15 4 3
227 82 12 16 3 1
228 65 12 16 3 1
229 63 12 17 4 3
230 25 12 17 1 1
231 60 12 15 2 2
232 35 12 15 1 2
233 125 12 14 4 3
234 23 12 14 4 1
235 51 12 14 3 1
236 101 12 13 4 1
237 109 12 13 2 1
238 7 12 16 4 3
239 97 13 18 4 2
240 97 13 18 1 1
241 35 13 15 4 3
242 14 13 16 3 1
243 132 13 14 4 3
244 35 13 15 4 2
245 31 13 16 4 3
246 129 13 15 1 2
247 134 13 18 4 3
248 69 13 15 4 3
249 77 13 16 3 1
250 145 13 14 3 1
251 90 13 15 2 3
252 53 13 16 1 2
253 9 13 14 1 1
254 28 13 15 1 1
255 90 13 14 1 2
256 96 14 18 2 1
257 128 14 15 3 1
258 83 14 16 4 1
259 47 14 17 3 1
260 114 14 19 2 1
261 55 14 15 1 2
262 46 14 19 3 1
263 139 14 19 4 1
264 3 14 16 4 3
265 35 14 15 4 2
266 58 14 15 1 2
267 44 14 15 2 2
268 117 14 16 4 1
269 55 14 19 2 2
270 150 14 17 1 2
271 35 14 19 4 3
272 21 14 18 2 3
273 61 14 19 3 1
274 113 14 18 2 2
275 8 14 17 1 2
276 62 14 19 2 1
277 21 14 17 1 1
278 10 14 18 1 1
279 72 14 15 2 3
280 150 15 18 4 2
281 102 15 20 1 1
282 2 15 19 1 1
283 30 15 20 2 2
284 84 15 17 4 2
285 134 15 19 1 1
286 142 15 20 3 1
287 92 15 20 2 1
288 121 15 20 3 1
289 108 15 17 3 1
290 150 15 19 1 2
291 19 15 19 3 1
292 25 15 20 4 2
293 3 15 19 1 1
294 130 15 17 2 3
295 38 15 17 3 1
296 84 15 19 4 1
297 123 15 18 2 1
298 100 15 18 3 1
299 114 15 17 1 1
300 54 15 16 4 2
301 119 15 16 1 1
302 62 16 17 3 1
303 142 16 19 3 1
304 12 16 17 4 3
305 81 16 20 4 1
306 127 16 19 1 2
307 115 16 20 4 2
308 24 16 17 2 3
309 51 16 20 1 1
310 17 16 18 1 2
311 71 16 18 4 2
312 83 16 20 4 1
313 6 16 19 4 3
314 65 16 18 3 1
315 96 16 18 4 2
316 85 16 20 1 2
317 144 16 21 3 1
318 12 16 18 4 2
319 141 16 19 3 1
320 6 16 17 2 3
321 45 16 17 1 1
322 76 16 18 1 2
323 94 16 18 1 2
324 6 17 21 2 1
325 27 17 19 4 3
326 45 17 22 4 2
327 23 17 20 2 2
328 81 17 21 4 3
329 72 17 19 1 2
330 29 17 22 1 2
331 18 17 19 3 1
332 111 17 19 3 1
333 108 17 21 4 3
334 22 17 20 4 1
335 39 17 19 2 1
336 78 18 23 4 3
337 126 18 21 2 2
338 9 18 21 4 2
339 121 18 21 2 1
340 2 18 20 4 2
341 72 18 19 2 1
342 97 18 23 3 1
343 145 18 22 1 1
344 108 18 23 2 1
345 86 18 21 3 1
346 53 18 23 2 1
347 51 18 23 2 3
348 54 18 23 3 1
349 113 18 19 2 1
350 85 18 22 4 2
351 65 18 19 1 2
352 67 18 20 2 1
353 94 18 21 3 1
354 95 18 19 4 3
355 149 18 21 4 3
356 151 18 23 1 2
357 42 18 19 4 3
358 34 19 21 2 1
359 121 19 21 1 2
360 135 19 21 1 2
361 93 19 24 4 1
362 118 19 22 3 1
363 6 19 21 2 3
364 52 19 24 3 1
365 120 19 22 4 2
366 94 19 21 2 3
367 16 19 23 4 2
368 19 19 23 2 2
369 56 19 23 2 3
370 135 19 21 4 3
371 86 19 22 4 2
372 149 19 21 4 3
373 27 19 23 1 2
374 113 19 24 3 1
375 69 19 20 3 1
376 117 20 21 3 1
377 24 20 22 2 2
378 38 20 24 3 1
379 17 20 25 2 3
380 102 20 25 2 2
381 105 20 21 4 1
382 13 20 23 4 2
383 56 20 24 2 2
384 76 20 25 4 3
385 150 20 21 3 1
386 108 20 25 4 2
387 37 20 21 2 1
388 15 20 25 4 1
389 98 20 25 2 2
390 139 21 22 3 1
391 60 21 24 4 2
392 78 21 24 4 2
393 115 21 22 3 1
394 34 21 25 1 2
395 15 21 24 3 1
396 142 21 23 4 3
397 51 21 25 2 3
398 69 21 26 1 1
399 93 21 22 1 2
400 145 21 22 2 3
401 14 21 22 2 1
402 132 21 26 2 3
403 87 21 24 4 2
404 120 22 23 1 1
405 54 22 24 2 2
406 8 22 25 2 3
407 84 22 23 4 2
408 9 22 26 4 2
409 22 22 24 4 1
410 40 22 24 1 1
411 52 22 26 2 1
412 121 22 27 4 1
413 134 22 25 2 2
414 60 22 26 3 1
415 21 22 25 1 1
416 127 22 27 3 1
417 86 22 26 4 2
418 124 23 28 1 1
419 120 23 27 3 1
420 137 23 27 1 1
421 48 23 25 2 2
422 55 23 25 3 1
423 126 23 25 2 1
424 109 23 24 1 2
425 135 23 27 2 1
426 96 23 27 2 3
427 122 23 26 4 1
428 101 23 27 3 1
429 58 23 25 1 1
430 109 23 28 4 3
431 94 23 24 2 2
432 109 23 26 1 1
433 105 23 27 1 1
434 19 24 27 1 1
435 3 24 25 4 2
436 24 24 27 3 1
437 145 24 29 2 2
438 113 24 28 2 3
439 41 24 25 1 1
440 140 24 29 1 1
441 116 24 25 1 2
442 81 24 27 3 1
443 106 24 25 3 1
444 65 24 27 4 1
445 102 24 27 4 2
446 130 24 25 4 2
447 141 24 28 4 1
448 29 24 25 2 1
449 151 24 28 3 1
450 110 24 29 1 2

TECHNICIANS = 100
1 1 547 6 0 0 1 0
2 1 1073 7 0 0 1 0
3 1 517 9 1 0 1 1
4 1 1196 6 0 0 1 1
5 1 439 9 0 1 0 1
6 87 582 6 0 0 1 1
7 122 896 10 0 1 0 0
8 1 454 5 1 0 1 0
9 1 726 10 0 0 0 1
10 6 733 9 1 1 0 0
11 1 564 7 1 1 1 0
12 128 1428 8 1 1 1 0
13 57 770 8 0 0 1 1
14 88 180 8 1 1 0 1
15 1 542 5 1 1 0 1
16 1 1097 6 1 1 0 1
17 1 420 5 0 0 1 0
18 1 295 9 1 1 0 1
19 152 1028 7 1 1 1 0
20 153 718 6 1 0 1 1
21 1 1253 6 1 1 0 1
22 1 360 9 0 1 0 0
23 70 771 7 0 0 1 1
24 1 1491 9 1 0 0 0
25 154 1267 7 0 0 0 1
26 1 1330 6 0 0 1 0
27 130 352 6 0 1 1 1
28 93 278 8 1 0 1 0
29 1 1013 10 0 0 0 1
30 155 748 7 1 0 0 0
31 1 1010 6 1 0 1 0
32 1 653 6 1 0 1 0
33 135 454 6 1 0 0 0
34 1 336 7 1 0 0 0
35 128 1040 8 0 0 1 0
36 82 972 9 0 1 1 0
37 1 466 7 0 0 1 0
38 1 1495 7 0 0 0 1
39 40 1280 10 1 1 0 0
40 1 734 10 1 1 0 0
41 1 947 6 0 0 1 0
42 1 1299 7 0 1 0 0
43 156 492 5 0 0 0 1
44 1 822 5 1 1 0 0
45 132 1120 6 1 1 0 0
46 157 1330 7 1 1 0 0
47 1 356 7 0 1 1 0
48 149 696 10 1 0 1 0
49 27 482 9 0 1 0 0
50 86 1435 7 1 0 1 0
51 29 896 5 0 0 0 1
52 40 861 10 0 0 0 1
53 14 691 6 0 0 0 1
54 1 1162 6 0 0 0 1
55 44 898 7 0 0 0 1
56 1 1394 8 1 1 0 0
57 158 1248 9 0 0 1 0
58 1 1261 5 0 0 1 0
59 117 599 8 1 0 1 1
60 1 362 6 0 1 1 0
61 159 1280 9 1 1 0 1
62 1 790 5 1 1 0 0
63 1 1025 9 1 1 0 1
64 1 360 6 1 1 0 1
65 160 979 8 1 0 0 0
66 81 1199 6 0 0 0 1
67 39 1238 5 0 1 1 1
68 1 1102 7 0 0 1 0
69 21 1039 8 1 0 1 1
70 1 171 8 1 0 0 0
71 1 842 9 0 0 1 1
72 80 1051 10 1 0 1 1
73 56 1203 7 0 1 1 0
74 47 1083 8 0 1 0 1
75 1 1359 9 0 1 1 0
76 1 492 5 0 1 0 0
77 1 1463 7 0 1 0 0
78 1 747 6 0 1 0 1
79 1 487 6 0 1 1 1
80 33 1108 5 1 0 1 0
81 1 549 6 1 1 0 1
82 97 1249 7 0 1 0 0
83 161 1239 8 0 0 0 1
84 1 467 7 1 0 1 1
85 1 970 5 0 0 0 1
86 162 730 7 1 0 1 0
87 1 780 10 0 1 1 1
88 1 786 5 0 1 1 0
89 116 662 9 0 0 1 1
90 54 521 9 1 0 0 0
91 1 1400 5 0 0 0 1
92 163 1439 9 1 0 0 0
93 79 372 10 1 0 0 0
94 19 1136 6 1 1 1 0
95 164 1220 7 0 1 1 0
96 1 245 10 0 0 1 0
97 44 1034 6 1 1 0 1
98 77 702 9 1 1 1 0
99 36 825 10 0 0 1 0
100 165 1106 8 1 0 1 1

