DATASET = CO2018 freestyle
NAME = Instance 3

DAYS = 30
10 64 1 6 2 1
11 37 1 2 4 2
12 89 1 6 1 2
13 123 1 3 4 3
14 45 1 6 3 3
15 49 1 6 4 3
16 73 1 2 3 1
17 69 1 6 4 2
18 41 1 3 2 2
19 125 1 2 3 3
20 59 2 5 1 1
21 111 2 3 3 2
22 25 2 5 1 2
23 42 2 6 2 3
24 148 2 7 1 2
25 34 2 4 2 2
26 103 2 6 2 2
27 17 2 4 1 1
28 89 2 5 4 3
29 14 2 3 4 3
30 41 2 7 2 2
31 115 2 4 4 3
32 41 2 3 2 1
33 99 2 6 2 2
34 31 2 5 3 1
35 16 3 7 2 2
36 100 3 8 4 2
37 19 3 5 1 2
38 84 3 5 4 2
39 142 3 8 1 1
40 75 3 7 2 3
41 85 3 6 4 3
42 96 3 4 3 3
43 108 3 7 1 1
44 41 3 5 2 1
45 72 3 5 3 3
46 147 3 5 3 1
47 76 3 6 3 3
48 30 3 7 2 2
49 36 3 5 1 1
50 43 3 5 3 2
51 70 3 7 3 2
52 149 3 7 2 1
53 28 3 7 4 3
54 67 4 6 1 2
55 8 4 7 4 1
56 63 4 7 3 1
57 149 4 9 4 1
58 151 4 9 1 1
59 50 4 9 4 1
60 124 4 9 4 3
61 39 4 5 2 3
62 79 4 7 3 1
63 58 4 6 4 1
64 31 4 6 2 1
65 29 4 6 4 1
66 9 4 5 4 2
67 36 4 5 4 3
68 128 4 8 4 1
69 89 4 9 4 3
70 54 4 8 3 3
71 79 4 9 2 3
72 147 4 8 1 2
73 97 5 6 2 3
74 118 5 7 3 2
75 147 5 10 4 1
76 105 5 9 2 2
77 123 5 7 4 2
78 40 5 7 3 1
79 111 5 8 4 1
80 54 5 10 2 2
81 127 5 7 2 3
82 63 5 6 3 2
83 118 5 9 3 3
84 81 5 9 3 3
85 34 5 7 3 1
86 30 5 7 1 1
87 30 5 7 3 3
88 81 5 6 3 1
89 17 5 9 1 1
90 130 5 8 1 1
91 49 5 7 3 1
92 12 5 10 3 1
93 115 5 9 1 1
94 108 5 9 4 2
95 64 5 6 4 1
96 128 5 6 2 3
97 18 5 9 2 3
98 46 6 8 3 2
99 54 6 9 3 2
100 62 6 8 1 1
101 128 6 8 3 1
102 12 6 10 3 1
103 130 6 10 2 2
104 100 6 7 4 2
105 147 6 7 2 3
106 38 6 8 1 1
107 39 6 11 2 2
108 32 6 9 4 1
109 140 6 8 3 2
110 34 6 11 2 2
111 123 6 9 4 3
112 135 6 7 3 3
113 119 6 8 4 2
114 109 6 9 2 2
115 137 6 8 3 2
116 131 6 10 1 2
117 34 6 8 1 1
118 13 6 7 1 1
119 70 6 11 2 1
120 21 7 8 1 1
121 20 7 10 2 3
122 5 7 12 3 1
123 47 7 9 3 2
124 60 7 11 4 2
125 23 7 12 1 2
126 53 7 10 1 1
127 40 7 9 4 3
128 132 7 10 3 1
129 56 7 8 2 3
130 38 7 8 1 2
131 7 7 12 3 3
132 112 7 11 2 1
133 52 7 12 3 3
134 67 7 8 4 3
135 106 7 10 2 1
136 131 7 9 1 1
137 103 7 8 3 3
138 88 7 12 3 1
139 75 7 11 1 2
140 11 7 9 2 2
141 145 7 9 4 3
142 99 8 13 1 1
143 108 8 9 3 3
144 122 8 11 2 2
145 34 8 9 4 3
146 18 8 11 4 1
147 61 8 10 1 1
148 19 8 10 2 1
149 129 8 11 1 2
150 15 8 9 4 1
151 130 8 12 1 2
152 89 8 9 3 2
153 145 8 12 1 1
154 75 8 11 2 2
155 103 8 10 2 2
156 104 8 11 2 3
157 51 8 10 2 1
158 108 8 13 2 2
159 39 8 10 3 1
160 82 8 9 1 1
161 85 8 13 2 2
162 116 8 13 1 1
163 22 9 10 4 1
164 127 9 10 3 1
165 16 9 14 1 2
166 71 9 14 2 1
167 88 9 13 2 2
168 131 9 10 3 1
169 99 9 10 3 1
170 91 9 13 2 1
171 121 9 14 4 2
172 101 9 11 4 2
173 62 9 14 1 1
174 16 9 13 3 1
175 27 9 10 1 1
176 137 9 11 1 2
177 52 9 14 2 1
178 131 9 13 1 1
179 17 10 12 3 2
180 144 10 13 2 3
181 125 10 15 3 1
182 86 10 14 1 1
183 112 10 13 1 1
184 60 10 14 4 2
185 96 10 12 2 2
186 141 10 12 4 2
187 94 10 11 1 1
188 131 10 11 1 1
189 145 10 15 1 2
190 12 10 13 4 1
191 123 10 11 2 3
192 111 10 15 1 2
193 10 10 12 3 2
194 43 10 14 2 1
195 124 10 11 3 2
196 150 10 12 3 2
197 14 10 11 4 3
198 5 10 11 2 1
199 70 10 13 2 1
200 71 10 13 2 2
201 43 11 16 2 1
202 117 11 14 1 2
203 132 11 13 3 3
204 70 11 12 4 3
205 69 11 13 4 1
206 114 11 15 4 2
207 35 11 16 4 3
208 111 11 12 3 3
209 123 11 13 1 2
210 133 11 13 4 1
211 26 12 13 1 2
212 109 12 14 3 1
213 54 12 13 3 2
214 134 12 14 1 2
215 69 12 15 4 1
216 103 12 14 3 3
217 96 12 14 4 2
218 102 12 16 2 2
219 6 12 13 2 2
220 98 12 14 1 2
221 107 12 14 1 1
222 74 12 15 2 2
223 112 12 14 2 1
224 124 12 15 4 2
225 151 12 16 4 3
226 42 12 16 1 2
227 122 12 17 2 2
228 127 12 16 3 3
229 57 12 14 3 1
230 27 12 17 3 2
231 115 12 14 4 3
232 119 12 17 2 1
233 91 12 15 1 2
234 38 12 16 4 2
235 124 13 14 2 2
236 60 13 17 1 1
237 68 13 18 2 2
238 148 13 16 2 3
239 26 13 14 4 3
240 58 13 16 3 1
241 120 13 18 1 1
242 143 13 15 1 1
243 34 13 14 2 2
244 42 13 18 4 1
245 5 13 18 2 1
246 5 13 15 4 3
247 94 13 17 4 3
248 69 14 19 4 2
249 8 14 17 4 2
250 74 14 17 1 1
251 139 14 17 4 3
252 62 14 19 2 3
253 27 14 19 4 3
254 102 14 18 1 2
255 150 14 15 4 2
256 144 14 16 4 1
257 24 14 17 4 3
258 3 14 15 2 3
259 109 14 16 4 2
260 4 14 19 4 1
261 43 14 15 1 1
262 10 14 17 1 2
263 28 14 17 3 1
264 22 14 15 2 2
265 111 14 17 4 1
266 26 14 16 3 1
267 81 15 19 3 2
268 108 15 19 4 1
269 151 15 20 3 3
270 78 15 20 4 1
271 114 15 17 1 2
272 126 15 17 4 2
273 56 15 19 3 2
274 129 15 17 4 2
275 15 15 20 3 1
276 69 15 19 1 2
277 60 15 18 4 2
278 3 15 17 4 3
279 98 15 20 1 1
280 79 15 17 4 1
281 106 15 20 3 3
282 98 15 17 3 1
283 17 15 18 1 2
284 138 15 17 2 2
285 131 15 16 1 2
286 110 15 18 3 1
287 82 15 20 1 1
288 41 15 17 3 1
289 142 16 21 2 3
290 108 16 21 1 1
291 79 16 20 4 1
292 75 16 17 3 2
293 114 16 17 3 1
294 92 16 21 1 2
295 130 16 20 2 2
296 90 16 21 1 2
297 2 16 21 2 2
298 14 16 18 2 2
299 151 16 18 1 2
300 51 16 20 2 1
301 7 16 20 4 3
302 114 16 21 3 1
303 90 16 18 1 2
304 25 16 19 4 2
305 125 16 17 2 3
306 44 16 19 1 2
307 67 16 18 3 3
308 67 17 20 3 1
309 52 17 20 4 2
310 35 17 22 4 2
311 63 17 20 3 2
312 41 17 20 2 2
313 122 17 22 3 2
314 24 17 19 4 2
315 91 17 22 2 2
316 37 17 21 2 3
317 74 17 22 1 1
318 55 17 18 1 1
319 74 17 19 4 1
320 123 17 22 3 2
321 67 17 19 1 2
322 111 17 19 3 3
323 34 17 21 1 2
324 54 17 20 1 2
325 105 17 21 3 1
326 78 17 22 3 2
327 69 17 22 2 1
328 69 17 22 1 2
329 143 17 22 1 2
330 144 18 23 2 2
331 5 18 19 3 3
332 44 18 20 3 1
333 98 18 19 3 2
334 88 18 19 2 3
335 137 18 23 4 3
336 30 18 23 3 2
337 72 18 22 3 1
338 19 18 23 1 2
339 72 18 19 1 1
340 140 19 21 2 1
341 18 19 24 3 3
342 86 19 23 1 1
343 37 19 21 1 2
344 75 19 21 2 2
345 52 19 23 2 1
346 8 19 24 1 2
347 79 19 23 3 3
348 10 19 22 4 2
349 38 19 21 2 2
350 31 19 24 2 1
351 36 19 22 3 2
352 76 19 21 2 1
353 136 19 24 2 1
354 58 19 24 3 1
355 138 19 24 1 2
356 31 19 22 4 1
357 38 19 23 2 2
358 27 19 24 1 2
359 139 19 22 4 3
360 89 20 22 2 3
361 57 20 23 3 3
362 37 20 24 4 3
363 102 20 24 4 3
364 32 20 25 4 3
365 92 20 24 1 1
366 145 20 22 2 1
367 45 20 25 3 2
368 144 20 23 3 1
369 146 20 23 2 1
370 48 20 23 3 2
371 2 20 23 2 3
372 61 20 25 1 2
373 119 20 22 1 1
374 12 20 23 2 3
375 138 20 23 2 3
376 114 20 21 1 1
377 93 21 23 1 2
378 53 21 23 3 2
379 145 21 23 2 2
380 83 21 23 2 2
381 7 21 23 2 1
382 61 21 22 3 1
383 53 21 22 2 2
384 68 21 24 1 1
385 14 21 25 4 2
386 20 21 22 3 2
387 131 21 25 2 2
388 53 21 26 3 1
389 102 21 22 2 3
390 106 21 23 2 2
391 39 21 24 1 1
392 98 21 24 4 3
393 101 21 23 3 2
394 60 22 25 4 2
395 42 22 24 2 3
396 147 22 26 3 2
397 72 22 24 1 1
398 42 22 26 4 3
399 29 22 24 3 2
400 35 22 23 2 3
401 13 22 27 4 3
402 19 22 25 4 3
403 47 22 25 1 2
404 140 22 27 2 3
405 3 22 26 2 2
406 82 22 23 1 1
407 10 22 27 2 1
408 83 22 27 2 1
409 43 22 24 3 1
410 58 22 24 3 2
411 78 22 23 4 1
412 72 23 27 3 1
413 68 23 27 4 2
414 54 23 27 4 2
415 8 23 26 1 1
416 59 23 26 3 1
417 22 23 28 3 3
418 82 23 24 1 2
419 65 23 26 2 1
420 39 23 27 4 2
421 79 23 25 3 3
422 46 23 25 3 2
423 77 23 24 2 2
424 2 23 28 3 2
425 100 23 25 4 1
426 11 23 24 3 2
427 47 23 26 3 3
428 75 23 26 2 3
429 101 23 28 4 2
430 8 23 28 3 1
431 136 23 28 2 3
432 149 23 25 3 1
433 38 24 25 3 2
434 78 24 25 3 2
435 137 24 27 2 3
436 127 24 27 2 2
437 119 24 25 2 2
438 73 24 28 3 2
439 110 24 29 1 2
440 143 24 29 3 3
441 34 24 29 3 2
442 28 24 25 2 1
443 116 24 26 2 1
444 29 24 29 2 1
445 89 24 28 3 2
446 109 24 29 4 1
447 93 24 27 3 1
448 48 24 27 1 1
449 23 24 25 4 3
450 51 24 27 1 1

TECHNICIANS = 100
1 152 949 5 1 0 1 1
2 90 785 6 1 1 1 0
3 10 549 6 0 0 1 0
4 1 1419 8 1 1 1 1
5 1 900 10 1 0 0 0
6 1 272 8 1 1 1 1
7 1 738 7 0 0 1 0
8 153 1460 7 1 1 1 0
9 1 1308 5 0 0 1 1
10 75 1175 8 1 1 1 1
11 85 1472 6 1 1 1 0
12 1 916 10 1 0 1 1
13 1 1387 8 0 0 1 0
14 154 869 7 0 1 1 0
15 84 557 7 0 0 1 1
16 1 884 8 0 1 0 1
17 134 698 6 0 1 1 1
18 19 570 5 1 1 1 0
19 1 416 8 1 1 1 0
20 142 267 10 1 1 1 1
21 93 342 10 0 1 0 1
22 1 586 6 1 1 0 0
23 155 481 7 1 0 0 0
24 156 1279 9 0 0 1 1
25 117 440 9 0 1 0 0
26 1 841 9 0 1 1 0
27 1 1477 10 0 1 0 0
28 1 857 5 1 1 0 0
29 69 1039 10 1 1 0 1
30 1 215 6 1 1 1 0
31 47 1157 10 1 0 1 0
32 1 379 7 1 1 1 1
33 1 696 9 0 1 0 0
34 1 1067 5 0 1 0 1
35 32 233 7 1 1 1 1
36 1 1116 5 1 1 1 1
37 55 503 10 1 1 1 1
38 25 441 5 1 0 1 1
39 79 1328 10 1 1 1 1
40 132 886 7 1 1 1 1
41 86 220 7 0 1 0 1
42 157 150 10 1 0 0 0
43 1 1289 6 1 1 1 1
44 5 1213 8 0 1 0 1
45 11 879 6 1 0 1 0
46 24 700 10 1 1 1 1
47 1 1194 5 1 0 0 0
48 44 175 5 0 1 0 0
49 1 996 5 1 1 1 1
50 158 207 8 0 1 1 0
51 1 1322 5 0 0 0 1
52 1 1214 7 0 1 0 1
53 139 365 5 1 1 1 0
54 110 1328 9 1 1 1 1
55 159 359 5 0 0 0 1
56 1 1132 5 1 1 1 1
57 116 1424 10 1 0 1 0
58 1 366 7 1 1 1 1
59 1 895 10 1 1 1 0
60 112 1342 6 1 1 0 1
61 1 445 10 1 1 0 1
62 1 689 5 1 1 1 1
63 1 987 5 1 0 1 0
64 160 611 6 1 0 1 1
65 27 447 10 1 1 0 0
66 1 752 9 0 1 1 1
67 161 485 7 1 0 1 1
68 1 1168 9 1 0 1 0
69 1 935 8 1 1 1 1
70 1 1090 5 0 0 1 0
71 78 1177 5 1 1 1 0
72 1 726 10 1 1 1 1
73 86 1076 5 1 0 0 0
74 1 351 5 1 1 1 1
75 113 911 10 1 0 0 0
76 1 153 10 1 1 1 1
77 1 164 7 1 0 0 1
78 1 1406 5 0 0 0 1
79 53 1366 7 1 0 1 1
80 22 1415 9 0 1 0 1
81 162 1229 5 1 0 0 0
82 15 975 9 1 1 0 0
83 17 395 10 0 0 1 0
84 1 1037 7 0 0 1 0
85 1 1046 7 0 0 1 0
86 1 1175 8 1 1 1 1
87 1 803 8 1 0 1 1
88 163 457 5 0 0 1 0
89 1 484 5 1 1 1 0
90 1 1084 7 1 1 1 0
91 164 354 5 0 0 1 1
92 34 893 6 1 0 0 0
93 1 1389 7 0 0 1 0
94 1 867 5 1 1 0 1
95 165 662 7 0 1 1 0
96 22 334 8 1 0 1 1
97 1 908 8 1 1 0 1
98 1 1235 9 1 1 1 1
99 1 376 6 1 1 0 1
100 50 1362 5 1 1 0 1

